full_date,date,weekday,time,mood,activities,note
2019-03-17,March 17,Sunday,5:01 PM,content,"Tania-time | gaming | gunpla building",""
2019-03-17,March 17,Sunday,12:53 PM,anxious,"Tania-time | chores",""
2019-03-17,March 17,Sunday,10:00 AM,content,"gaming",""
2019-03-16,March 16,Saturday,11:00 PM,content,"friends",""
2019-03-16,March 16,Saturday,9:27 PM,content,"friends | Tania-time","Dan's wedding"
2019-03-16,March 16,Saturday,5:41 PM,okay,"chores",""
2019-03-16,March 16,Saturday,12:00 PM,okay,"Tania-time | internet | gaming",""
2019-03-16,March 16,Saturday,10:04 AM,content,"gaming",""
2019-03-15,March 15,Friday,11:55 PM,content,"Tania-time | gunpla building",""
2019-03-15,March 15,Friday,8:00 PM,content,"Tania-time | gaming",""
2019-03-15,March 15,Friday,5:00 PM,content,"work | non-work work | gaming",""
2019-03-15,March 15,Friday,12:55 PM,okay,"work | non-work work",""
2019-03-15,March 15,Friday,10:58 AM,okay,"work",""
2019-03-14,March 14,Thursday,10:31 PM,content,"work | non-work work | friends","Prospective visit"
2019-03-14,March 14,Thursday,5:00 PM,okay,"work | non-work work | friends",""
2019-03-14,March 14,Thursday,10:14 AM,bad,"gaming | therapy",""
2019-03-13,March 13,Wednesday,8:50 PM,awful,"Tania-time | gaming","Finished Witcher 3, bad ending"
2019-03-13,March 13,Wednesday,5:11 PM,okay,"work | relax",""
2019-03-13,March 13,Wednesday,12:00 PM,okay,"work",""
2019-03-13,March 13,Wednesday,10:00 AM,okay,"work | non-work work",""
2019-03-12,March 12,Tuesday,10:17 PM,frustrated,"Tania-time | gaming | gunpla building",""
2019-03-12,March 12,Tuesday,5:23 PM,distracted,"relax | gaming",""
2019-03-12,March 12,Tuesday,12:00 PM,okay,"gaming",""
2019-03-12,March 12,Tuesday,10:03 AM,okay,"gaming",""
2019-03-11,March 11,Monday,8:26 PM,tired,"friends | travel",""
2019-03-11,March 11,Monday,5:00 PM,okay,"work",""
2019-03-11,March 11,Monday,12:00 PM,okay,"work | travel",""
2019-03-11,March 11,Monday,10:22 AM,meh,"work | non-work work",""
2019-03-10,March 10,Sunday,8:26 PM,frustrated,"work | gunpla building | chores",""
2019-03-10,March 10,Sunday,12:00 PM,frustrated,"internet | chores",""
2019-03-10,March 10,Sunday,10:45 AM,frustrated,"internet | tv | chores | sleep",""
2019-03-09,March 9,Saturday,8:32 PM,content,"Tania-time | gaming | shopping | good meal",""
2019-03-09,March 9,Saturday,1:00 PM,good,"Tania-time",""
2019-03-09,March 9,Saturday,10:00 AM,content,"gaming",""
2019-03-08,March 8,Friday,5:00 PM,good,"work | reading | travel",""
2019-03-08,March 8,Friday,12:00 PM,good,"work",""
2019-03-07,March 7,Thursday,6:13 PM,bad,"work",""
2019-03-07,March 7,Thursday,12:03 PM,awful,"non-work work | internet",""
2019-03-07,March 7,Thursday,11:03 AM,okay,"non-work work | relax | Tania-time | gaming",""
2019-03-06,March 6,Wednesday,5:45 PM,bad,"work | non-work work",""
2019-03-06,March 6,Wednesday,12:35 PM,awful,"non-work work","Moving out of my office"
2019-03-06,March 6,Wednesday,10:05 AM,anxious,"relax | internet | gaming",""
2019-03-05,March 5,Tuesday,8:39 PM,anxious,"Tania-time | internet | reading | gaming",""
2019-03-05,March 5,Tuesday,5:18 PM,okay,"work",""
2019-03-05,March 5,Tuesday,12:28 PM,meh,"non-work work",""
2019-03-05,March 5,Tuesday,11:10 AM,okay,"relax | reading | gaming",""
2019-03-04,March 4,Monday,8:00 PM,okay,"Tania-time | gaming",""
2019-03-04,March 4,Monday,5:00 PM,okay,"work",""
2019-03-04,March 4,Monday,10:00 AM,okay,"non-work work | relax | internet | sleep",""
2019-03-03,March 3,Sunday,10:23 PM,content,"Tania-time | good meal | gunpla building | chores",""
2019-03-03,March 3,Sunday,5:37 PM,content,"Tania-time | shopping | gunpla building | chores",""
2019-03-03,March 3,Sunday,12:37 PM,content,"Tania-time | gaming",""
2019-03-02,March 2,Saturday,11:00 PM,okay,"Tania-time | reading | gunpla building",""
2019-03-02,March 2,Saturday,8:46 PM,okay,"internet | gunpla building",""
2019-03-02,March 2,Saturday,5:00 PM,rad,"Tania-time | gaming | good meal",""
2019-03-02,March 2,Saturday,12:03 PM,okay,"Tania-time | gaming",""
2019-03-02,March 2,Saturday,11:34 AM,content,"gaming",""
2019-03-01,March 1,Friday,11:08 PM,okay,"Tania-time | gunpla building",""
2019-03-01,March 1,Friday,8:36 PM,content,"non-work work | Tania-time | travel",""
2019-03-01,March 1,Friday,5:00 PM,okay,"non-work work",""
2019-03-01,March 1,Friday,10:57 AM,okay,"relax | gaming",""
2019-02-28,February 28,Thursday,9:25 PM,okay,"Tania-time | gaming",""
2019-02-28,February 28,Thursday,6:27 PM,good,"work",""
2019-02-28,February 28,Thursday,12:55 PM,content,"work | non-work work | friends",""
2019-02-28,February 28,Thursday,10:54 AM,okay,"work",""
2019-02-27,February 27,Wednesday,8:03 PM,content,"Tania-time | travel | good meal",""
2019-02-27,February 27,Wednesday,5:24 PM,anxious,"non-work work | Tania-time | travel",""
2019-02-27,February 27,Wednesday,12:54 PM,anxious,"work",""
2019-02-27,February 27,Wednesday,10:07 AM,okay,"relax | internet | gaming | cats",""
2019-02-26,February 26,Tuesday,11:15 PM,content,"gaming | gunpla building",""
2019-02-26,February 26,Tuesday,8:00 PM,content,"work | Tania-time | gaming",""
2019-02-26,February 26,Tuesday,5:00 PM,okay,"work | non-work work",""
2019-02-26,February 26,Tuesday,12:51 PM,okay,"non-work work",""
2019-02-26,February 26,Tuesday,10:05 AM,okay,"chores | cats",""
2019-02-26,February 26,Tuesday,8:11 AM,okay,"Tania-time | internet | chores",""
2019-02-25,February 25,Monday,9:31 PM,content,"Tania-time | gaming | good meal | gunpla building | chores",""
2019-02-25,February 25,Monday,5:16 PM,distracted,"relax | internet | gaming | chores",""
2019-02-25,February 25,Monday,12:09 PM,distracted,"gaming",""
2019-02-25,February 25,Monday,11:05 AM,okay,"relax | gaming",""
2019-02-24,February 24,Sunday,11:00 PM,content,"gaming | gunpla building",""
2019-02-24,February 24,Sunday,9:35 PM,okay,"Tania-time | gunpla building | chores",""
2019-02-24,February 24,Sunday,5:00 PM,okay,"Tania-time | chores | sleep",""
2019-02-24,February 24,Sunday,1:51 PM,okay,"Tania-time | chores",""
2019-02-24,February 24,Sunday,10:45 AM,bad,"Tania-time | sleep",""
2019-02-23,February 23,Saturday,5:53 PM,frustrated,"Tania-time | gaming | chores",""
2019-02-23,February 23,Saturday,12:54 PM,frustrated,"Tania-time | internet | chores",""
2019-02-22,February 22,Friday,11:00 PM,okay,"Tania-time | tv | gunpla building",""
2019-02-22,February 22,Friday,8:26 PM,content,"non-work work | Tania-time | internet",""
2019-02-22,February 22,Friday,12:00 PM,tired,"work",""
2019-02-21,February 21,Thursday,11:15 PM,content,"Tania-time | tv | gunpla building",""
2019-02-21,February 21,Thursday,5:16 PM,tired,"work | non-work work | internet",""
2019-02-21,February 21,Thursday,12:08 PM,tired,"work | non-work work",""
2019-02-20,February 20,Wednesday,9:15 PM,content,"Tania-time | tv | chores",""
2019-02-20,February 20,Wednesday,5:10 PM,anxious,"work | internet | chores",""
2019-02-20,February 20,Wednesday,10:08 AM,anxious,"gaming | chores | cats",""
2019-02-19,February 19,Tuesday,11:08 PM,content,"Tania-time | movies | gunpla building",""
2019-02-19,February 19,Tuesday,5:00 PM,okay,"work | non-work work | gaming",""
2019-02-18,February 18,Monday,9:30 PM,content,"work | non-work work | Tania-time | tv | gaming",""
2019-02-17,February 17,Sunday,5:05 PM,rad,"non-work work | Tania-time | shopping | chores",""
2019-02-16,February 16,Saturday,8:00 PM,content,"work | non-work work | relax | Tania-time | travel",""
2019-02-15,February 15,Friday,8:00 PM,bad,"internet | gaming",""
2019-02-14,February 14,Thursday,11:32 PM,okay,"work | relax | Tania-time | internet | tv | chores",""
2019-02-13,February 13,Wednesday,8:00 PM,awful,"relax | internet | gunpla building",""
2019-02-12,February 12,Tuesday,8:00 PM,content,"work | non-work work | friends",""
2019-02-11,February 11,Monday,8:01 PM,anxious,"non-work work | Tania-time",""
2019-02-10,February 10,Sunday,2:28 PM,content,"relax | Tania-time | internet | gunpla building",""
2019-02-09,February 9,Saturday,5:00 PM,awful,"relax | tv | gunpla building",""
2019-02-08,February 8,Friday,7:03 PM,content,"work | non-work work",""
2019-02-07,February 7,Thursday,12:31 PM,okay,"work",""
2019-02-06,February 6,Wednesday,6:54 PM,tired,"work",""
2019-02-05,February 5,Tuesday,3:12 PM,content,"work | friends",""
2019-02-04,February 4,Monday,12:45 PM,content,"non-work work | friends",""
2019-02-03,February 3,Sunday,12:48 PM,okay,"relax | tv",""
2019-02-03,February 3,Sunday,11:52 AM,content,"tv | gunpla building | cats",""
2019-02-02,February 2,Saturday,12:03 PM,content,"gaming | gunpla building",""
2019-02-02,February 2,Saturday,10:24 AM,content,"relax | Tania-time | internet | gaming",""
2019-02-01,February 1,Friday,8:00 PM,okay,"work | non-work work | Tania-time | gunpla building | chores",""
2019-01-31,January 31,Thursday,9:32 PM,content,"Tania-time | internet | reading | gaming | gunpla building | cats",""
2019-01-31,January 31,Thursday,11:16 AM,tired,"travel",""
2019-01-30,January 30,Wednesday,2:50 PM,okay,"relax | internet | sleep",""
2019-01-30,January 30,Wednesday,10:00 AM,tired,"travel","Fight cancelled... I wanna be home"
2019-01-29,January 29,Tuesday,9:33 PM,rad,"work | Tania-time | tv | good meal",""
2019-01-28,January 28,Monday,10:00 AM,okay,"work | Tania-time | internet",""
2019-01-27,January 27,Sunday,9:30 PM,content,"relax | friends | Tania-time","Beach"
2019-01-26,January 26,Saturday,5:50 PM,content,"work | internet",""
2019-01-26,January 26,Saturday,4:38 PM,okay,"work | internet | gaming | good meal",""
2019-01-26,January 26,Saturday,2:00 PM,rad,"relax","Beach"
2019-01-25,January 25,Friday,8:19 PM,rad,"work | non-work work | friends",""
2019-01-25,January 25,Friday,1:21 PM,content,"work","All talks done, phew"
2019-01-24,January 24,Thursday,11:00 PM,okay,"relax | Tania-time | internet",""
2019-01-24,January 24,Thursday,8:31 PM,okay,"work | non-work work",""
2019-01-24,January 24,Thursday,6:24 PM,rad,"work","First day at UCSD, it's pretty cool."
2019-01-23,January 23,Wednesday,6:19 PM,distracted,"internet",""
2019-01-23,January 23,Wednesday,3:31 PM,meh,"internet | travel","Too cold to swim..."
2019-01-23,January 23,Wednesday,10:07 AM,okay,"non-work work | travel",""
2019-01-22,January 22,Tuesday,8:21 PM,content,"work | friends",""
2019-01-21,January 21,Monday,8:21 PM,anxious,"relax | internet | tv",""
2019-01-21,January 21,Monday,5:00 PM,okay,"internet | gaming",""
2019-01-21,January 21,Monday,12:21 PM,content,"relax | internet | sleep",""
2019-01-20,January 20,Sunday,1:50 PM,rad,"travel | good meal","Strolling the beach at irvine"
2019-01-20,January 20,Sunday,10:42 AM,okay,"relax | internet | travel",""
2019-01-19,January 19,Saturday,12:29 PM,okay,"travel",""
2019-01-18,January 18,Friday,6:38 PM,rad,"work","Talk went well"
2019-01-18,January 18,Friday,1:44 PM,anxious,"work","About to talk"
2019-01-17,January 17,Thursday,8:03 PM,content,"work | friends",""
2019-01-17,January 17,Thursday,3:36 PM,content,"work",""
2019-01-16,January 16,Wednesday,11:18 PM,tired,"gaming | travel",""
2019-01-16,January 16,Wednesday,7:11 PM,content,"work","But tired. Marathon meeting and presenting session done at UCSB."
2019-01-15,January 15,Tuesday,8:00 PM,good,"work | friends",""
2019-01-15,January 15,Tuesday,10:00 AM,anxious,"non-work work | travel",""
2019-01-14,January 14,Monday,3:26 PM,content,"work | non-work work",""
2019-01-13,January 13,Sunday,11:59 PM,okay,"work | gunpla building | chores | cats | Family",""
2019-01-12,January 12,Saturday,9:50 PM,tired,"Tania-time | internet | reading | chores | sleep",""
2019-01-11,January 11,Friday,12:19 PM,okay,"work",""
2019-01-10,January 10,Thursday,10:30 PM,good,"work | friends | internet",""
2019-01-09,January 9,Wednesday,11:00 PM,frustrated,"work | internet | gunpla building",""
2019-01-08,January 8,Tuesday,5:06 PM,distracted,"work | internet",""
2019-01-08,January 8,Tuesday,11:38 AM,content,"work | non-work work",""
2019-01-07,January 7,Monday,11:56 PM,content,"non-work work | Tania-time | internet | gunpla building",""
2019-01-06,January 6,Sunday,10:59 AM,okay,"internet | sleep",""
2019-01-05,January 5,Saturday,11:00 PM,content,"non-work work | internet | gaming | gunpla building",""
2019-01-04,January 4,Friday,5:00 PM,content,"work | internet",""
2019-01-03,January 3,Thursday,11:00 PM,anxious,"work | internet | gaming | gunpla building",""
2019-01-02,January 2,Wednesday,12:37 PM,okay,"work | internet",""
2019-01-01,January 1,Tuesday,11:00 PM,content,"Tania-time | gaming | gunpla building",""
2018-12-31,December 31,Monday,12:51 PM,tired,"Tania-time | sleep",""
2018-12-30,December 30,Sunday,2:57 PM,okay,"tv | gaming | Family",""
2018-12-29,December 29,Saturday,11:02 PM,okay,"Tania-time | gaming | Family","Visit with my mom"
2018-12-29,December 29,Saturday,5:48 PM,okay,"Tania-time | movies | travel | Family",""
2018-12-29,December 29,Saturday,12:02 PM,anxious,"Tania-time",""
2018-12-29,December 29,Saturday,11:56 AM,anxious,"relax | Tania-time","Tried marijuana - edibles."
2018-12-28,December 28,Friday,5:03 PM,okay,"Tania-time | gaming | Family",""
2018-12-27,December 27,Thursday,5:03 PM,content,"Tania-time | gaming | gunpla building | Family",""
2018-12-26,December 26,Wednesday,9:19 PM,meh,"Family",""
2018-12-26,December 26,Wednesday,5:00 PM,bad,"Tania-time | gunpla building | sleep | Family",""
2018-12-25,December 25,Tuesday,7:13 PM,content,"friends | Tania-time | Family","Christmas family visit."
2018-12-24,December 24,Monday,5:05 PM,okay,"gaming | travel | chores",""
2018-12-23,December 23,Sunday,5:43 PM,content,"internet | reading | chores | cats",""
2018-12-22,December 22,Saturday,11:00 PM,okay,"internet | reading | gunpla building | chores",""
2018-12-21,December 21,Friday,5:00 PM,okay,"relax | internet | gaming",""
2018-12-20,December 20,Thursday,11:00 PM,okay,"gaming | gunpla building",""
2018-12-19,December 19,Wednesday,1:13 PM,okay,"work | internet",""
2018-12-18,December 18,Tuesday,6:07 PM,content,"work | Tania-time | good meal",""
2018-12-18,December 18,Tuesday,12:56 PM,okay,"work | internet",""
2018-12-17,December 17,Monday,12:47 PM,content,"work | non-work work",""
2018-12-16,December 16,Sunday,10:40 PM,content,"Tania-time | gaming | gunpla building | chores",""
2018-12-15,December 15,Saturday,10:40 PM,content,"gaming",""
2018-12-14,December 14,Friday,11:06 PM,content,"work | non-work work | gunpla building",""
2018-12-14,December 14,Friday,1:12 PM,content,"work",""
2018-12-14,December 14,Friday,10:24 AM,content,"work",""
2018-12-13,December 13,Thursday,3:04 PM,okay,"work",""
2018-12-12,December 12,Wednesday,3:15 PM,content,"work | non-work work | friends",""
2018-12-12,December 12,Wednesday,10:54 AM,okay,"non-work work | internet",""
2018-12-11,December 11,Tuesday,10:47 PM,content,"non-work work | friends | internet | reading | gaming",""
2018-12-10,December 10,Monday,12:00 PM,okay,"work | internet",""
2018-12-09,December 9,Sunday,12:00 PM,content,"internet | gaming",""
2018-12-08,December 8,Saturday,8:02 PM,content,"relax | Tania-time | internet | gaming",""
2018-12-08,December 8,Saturday,12:00 PM,okay,"work | relax | internet",""
2018-12-08,December 8,Saturday,10:00 AM,okay,"work | internet | cats",""
2018-12-07,December 7,Friday,11:14 PM,content,"work | non-work work | friends | internet | gunpla building",""
2018-12-06,December 6,Thursday,11:00 PM,tired,"work | non-work work | friends | gaming",""
2018-12-05,December 5,Wednesday,3:10 PM,content,"work",""
2018-12-05,December 5,Wednesday,10:44 AM,okay,"internet",""
2018-12-04,December 4,Tuesday,11:39 PM,okay,"work | internet | gaming | gunpla building | chores | cats",""
2018-12-03,December 3,Monday,9:48 PM,frustrated,"work | internet",""
2018-12-02,December 2,Sunday,11:20 PM,rad,"Tania-time | music","Death Cab for Cutie concert"
2018-12-01,December 1,Saturday,5:00 PM,rad,"work | non-work work | PoGo",""
2018-12-01,December 1,Saturday,10:00 AM,okay,"work | internet",""
2018-11-30,November 30,Friday,11:02 PM,rad,"relax | Tania-time | internet | gaming | gunpla building",""
2018-11-30,November 30,Friday,6:02 PM,rad,"work | internet","Started getting positive responses to my paper!"
2018-11-29,November 29,Thursday,5:01 PM,content,"internet | gaming | gunpla building",""
2018-11-29,November 29,Thursday,12:51 PM,okay,"work | internet",""
2018-11-28,November 28,Wednesday,9:56 PM,frustrated,"Tania-time | gunpla building",""
2018-11-28,November 28,Wednesday,5:00 PM,okay,"work","Paper submitted."
2018-11-28,November 28,Wednesday,11:17 AM,anxious,"work","Prepping paper for submission."
2018-11-27,November 27,Tuesday,7:09 PM,anxious,"work",""
2018-11-26,November 26,Monday,2:47 PM,content,"non-work work",""
2018-11-25,November 25,Sunday,5:02 PM,tired,"Tania-time | tv | chores",""
2018-11-25,November 25,Sunday,12:00 PM,okay,"internet | gaming",""
2018-11-24,November 24,Saturday,10:32 PM,okay,"internet | tv | gunpla building",""
2018-11-24,November 24,Saturday,7:10 PM,okay,"internet | gunpla building",""
2018-11-24,November 24,Saturday,10:00 AM,content,"work | non-work work | internet | gunpla building | chores",""
2018-11-23,November 23,Friday,10:31 PM,content,"Tania-time | internet | gunpla building",""
2018-11-23,November 23,Friday,5:09 PM,okay,"work | internet | tv | chores",""
2018-11-23,November 23,Friday,12:52 PM,okay,"non-work work | relax | Tania-time | internet",""
2018-11-22,November 22,Thursday,11:00 PM,content,"friends | Tania-time | good meal",""
2018-11-22,November 22,Thursday,3:29 PM,content,"Tania-time | travel | chores",""
2018-11-21,November 21,Wednesday,11:07 PM,okay,"tv",""
2018-11-21,November 21,Wednesday,9:37 PM,okay,"Tania-time | chores",""
2018-11-21,November 21,Wednesday,5:00 PM,frustrated,"work",""
2018-11-21,November 21,Wednesday,2:47 PM,content,"work | non-work work",""
2018-11-21,November 21,Wednesday,11:27 AM,content,"work",""
2018-11-20,November 20,Tuesday,8:19 PM,content,"work | Tania-time | tv | reading",""
2018-11-20,November 20,Tuesday,12:00 PM,okay,"work",""
2018-11-20,November 20,Tuesday,10:39 AM,okay,"Tania-time | internet",""
2018-11-19,November 19,Monday,8:43 PM,content,"Tania-time | internet | gunpla building | chores",""
2018-11-19,November 19,Monday,5:26 PM,content,"work | non-work work | Tania-time | good meal | cats",""
2018-11-19,November 19,Monday,1:20 PM,good,"non-work work | Tania-time | chores | cats",""
2018-11-19,November 19,Monday,10:33 AM,okay,"non-work work | Tania-time | sleep",""
2018-11-18,November 18,Sunday,11:39 PM,okay,"non-work work | Tania-time | tv",""
2018-11-18,November 18,Sunday,6:57 PM,tired,"Tania-time | internet",""
2018-11-18,November 18,Sunday,1:04 PM,awful,"Tania-time | cats | sleep",""
2018-11-17,November 17,Saturday,11:25 PM,awful,"Tania-time | gaming | gunpla building","Went to a gunpla event, won a free gunpla I already owned, didn't claim another free gunpla because I was an idiot and ""didn't want to be greedy"". I'm so so so tired of stupid Zach mistakes where I put others before me, and I hate myself for it."
2018-11-16,November 16,Friday,11:00 PM,okay,"internet | gaming",""
2018-11-16,November 16,Friday,7:21 PM,anxious,"work",""
2018-11-16,November 16,Friday,10:39 AM,okay,"work",""
2018-11-15,November 15,Thursday,9:03 PM,awful,"work | chores | cats","Feel awful, got a $300 bill for the medical stuff"
2018-11-15,November 15,Thursday,10:54 AM,okay,"work | internet",""
2018-11-14,November 14,Wednesday,10:20 PM,okay,"work | Tania-time | side project",""
2018-11-14,November 14,Wednesday,5:00 PM,okay,"work",""
2018-11-14,November 14,Wednesday,10:00 AM,okay,"work | internet | cats",""
2018-11-13,November 13,Tuesday,11:31 PM,in pain,"gaming | chores","My left jaw hurts"
2018-11-13,November 13,Tuesday,8:40 PM,okay,"work | Tania-time | internet",""
2018-11-13,November 13,Tuesday,5:01 PM,okay,"work",""
2018-11-13,November 13,Tuesday,10:46 AM,okay,"work | Tania-time | internet",""
2018-11-12,November 12,Monday,11:03 PM,okay,"gaming",""
2018-11-12,November 12,Monday,9:42 PM,okay,"work | gaming",""
2018-11-12,November 12,Monday,2:01 PM,okay,"work | relax | internet",""
2018-11-12,November 12,Monday,10:00 AM,okay,"Tania-time | internet",""
2018-11-11,November 11,Sunday,11:05 PM,anxious,"Tania-time | gaming",""
2018-11-11,November 11,Sunday,3:41 PM,content,"Tania-time | gaming",""
2018-11-10,November 10,Saturday,10:42 PM,content,"Tania-time | gaming",""
2018-11-10,November 10,Saturday,5:00 PM,content,"relax | gaming | PoGo",""
2018-11-09,November 9,Friday,12:06 PM,okay,"work | non-work work",""
2018-11-09,November 9,Friday,11:09 AM,content,"work | internet",""
2018-11-08,November 8,Thursday,12:20 PM,okay,"work | non-work work",""
2018-11-07,November 7,Wednesday,11:09 PM,tired,"non-work work | internet",""
2018-11-07,November 7,Wednesday,12:25 PM,content,"work | non-work work | friends",""
2018-11-07,November 7,Wednesday,10:00 AM,okay,"Tania-time | internet | sleep",""
2018-11-06,November 6,Tuesday,6:50 PM,content,"work | Tania-time",""
2018-11-06,November 6,Tuesday,1:18 PM,okay,"Tania-time | chores","Voted"
2018-11-06,November 6,Tuesday,11:54 AM,in pain,"work | Tania-time | chores",""
2018-11-05,November 5,Monday,8:11 PM,okay,"gaming | PoGo",""
2018-11-05,November 5,Monday,1:16 PM,anxious,"work | non-work work | Tania-time | internet",""
2018-11-04,November 4,Sunday,11:00 PM,content,"friends | Tania-time | internet | gunpla building",""
2018-11-04,November 4,Sunday,5:22 PM,rad,"Tania-time | shopping | travel | good meal","Visited mitsuwa"
2018-11-04,November 4,Sunday,12:43 PM,okay,"Tania-time | gaming | chores",""
2018-11-03,November 3,Saturday,11:52 PM,content,"Tania-time | movies | gaming",""
2018-11-03,November 3,Saturday,10:00 AM,content,"gaming",""
2018-11-02,November 2,Friday,2:09 PM,okay,"internet | gaming",""
2018-11-02,November 2,Friday,10:02 AM,okay,"relax | gaming",""
2018-11-01,November 1,Thursday,11:44 PM,frustrated,"gaming",""
2018-11-01,November 1,Thursday,8:00 PM,tired,"Tania-time | gaming",""
2018-11-01,November 1,Thursday,5:01 PM,bad,"work | gaming","Found out my wounds are infected"
2018-11-01,November 1,Thursday,12:27 PM,frustrated,"work | relax | Tania-time | internet | chores","More medical stuff"
2018-10-31,October 31,Wednesday,12:42 PM,okay,"work | Tania-time | gaming | chores",""
2018-10-31,October 31,Wednesday,10:00 AM,okay,"internet | gaming | chores",""
2018-10-30,October 30,Tuesday,11:06 PM,good,"work | Tania-time | internet | gaming | sleep",""
2018-10-30,October 30,Tuesday,5:48 PM,content,"relax | Tania-time | internet | gaming | good meal",""
2018-10-29,October 29,Monday,11:23 PM,okay,"Tania-time | internet | tv | gaming",""
2018-10-29,October 29,Monday,5:26 PM,bad,"work | Tania-time | internet | gaming | chores","The rash from bandage adhesive is still awful. Went to the doctor, now waiting for a prescription for stronger hydrocortisone."
2018-10-28,October 28,Sunday,11:24 PM,awful,"Tania-time | gaming | chores","Awful itching at mole removal locations."
2018-10-28,October 28,Sunday,10:46 AM,okay,"Tania-time | internet | sleep",""
2018-10-27,October 27,Saturday,12:00 PM,okay,"relax | gaming | chores",""
2018-10-26,October 26,Friday,11:21 PM,okay,"non-work work | Tania-time | gaming | travel",""
2018-10-26,October 26,Friday,6:49 PM,good,"work | non-work work",""
2018-10-26,October 26,Friday,12:01 PM,content,"work",""
2018-10-25,October 25,Thursday,11:17 PM,tired,"work | gaming",""
2018-10-25,October 25,Thursday,8:00 PM,content,"work | Tania-time",""
2018-10-25,October 25,Thursday,5:49 PM,okay,"work | relax",""
2018-10-25,October 25,Thursday,12:00 PM,okay,"work",""
2018-10-25,October 25,Thursday,10:00 AM,good,"work | Tania-time | chores",""
2018-10-24,October 24,Wednesday,11:14 PM,okay,"work | Tania-time | PoGo",""
2018-10-24,October 24,Wednesday,6:29 PM,okay,"work | relax | sleep",""
2018-10-24,October 24,Wednesday,2:17 PM,anxious,"non-work work | internet | chores","Got two moles on my back removed."
2018-10-24,October 24,Wednesday,10:12 AM,okay,"non-work work | Tania-time | internet",""
2018-10-23,October 23,Tuesday,11:24 PM,okay,"gaming",""
2018-10-23,October 23,Tuesday,8:01 PM,okay,"work | Tania-time | chores | sleep",""
2018-10-23,October 23,Tuesday,10:08 AM,content,"work | relax | Tania-time | internet",""
2018-10-22,October 22,Monday,11:51 PM,content,"Tania-time | gaming",""
2018-10-22,October 22,Monday,5:00 PM,distracted,"work | non-work work | internet",""
2018-10-22,October 22,Monday,10:00 AM,content,"relax | Tania-time | internet",""
2018-10-21,October 21,Sunday,11:00 PM,content,"Tania-time | gaming | PoGo",""
2018-10-21,October 21,Sunday,12:09 PM,content,"work | Tania-time | gaming | chores",""
2018-10-20,October 20,Saturday,11:57 PM,good,"Tania-time | gaming",""
2018-10-20,October 20,Saturday,12:00 PM,meh,"work | reading | chores",""
2018-10-20,October 20,Saturday,10:51 AM,okay,"work | relax | internet",""
2018-10-19,October 19,Friday,11:06 PM,okay,"Tania-time | gaming | chores",""
2018-10-19,October 19,Friday,6:06 PM,okay,"work",""
2018-10-19,October 19,Friday,1:35 PM,okay,"work",""
2018-10-19,October 19,Friday,10:09 AM,content,"work | chores",""
2018-10-18,October 18,Thursday,12:19 PM,content,"work | friends",""
2018-10-18,October 18,Thursday,10:16 AM,okay,"non-work work | internet | chores",""
2018-10-17,October 17,Wednesday,9:53 PM,beyond anxious,"relax | Tania-time | internet | gaming",""
2018-10-17,October 17,Wednesday,5:00 PM,content,"work",""
2018-10-17,October 17,Wednesday,12:05 PM,content,"work",""
2018-10-17,October 17,Wednesday,10:00 AM,content,"non-work work | internet | chores",""
2018-10-16,October 16,Tuesday,11:30 PM,content,"internet | gaming",""
2018-10-16,October 16,Tuesday,8:00 PM,content,"Tania-time | good meal | chores | PoGo",""
2018-10-16,October 16,Tuesday,5:19 PM,anxious,"work",""
2018-10-16,October 16,Tuesday,2:08 PM,content,"work",""
2018-10-16,October 16,Tuesday,10:00 AM,okay,"work",""
2018-10-15,October 15,Monday,5:37 PM,okay,"work | non-work work | chores",""
2018-10-14,October 14,Sunday,11:14 PM,content,"work | internet | reading | gaming | chores | side project",""
2018-10-14,October 14,Sunday,11:01 AM,okay,"relax | internet | reading | gaming",""
2018-10-13,October 13,Saturday,11:07 AM,content,"relax | gaming",""
2018-10-12,October 12,Friday,8:03 PM,content,"non-work work | relax | Tania-time | gaming",""
2018-10-12,October 12,Friday,11:47 AM,content,"work",""
2018-10-11,October 11,Thursday,5:39 PM,okay,"non-work work",""
2018-10-11,October 11,Thursday,11:06 AM,okay,"work",""
2018-10-10,October 10,Wednesday,11:21 PM,okay,"work | friends | Tania-time | gaming | chores",""
2018-10-10,October 10,Wednesday,1:23 PM,good,"work",""
2018-10-10,October 10,Wednesday,10:19 AM,content,"work | internet | chores",""
2018-10-09,October 9,Tuesday,6:34 PM,okay,"work | non-work work",""
2018-10-09,October 9,Tuesday,12:03 PM,okay,"non-work work | internet | sleep",""
2018-10-08,October 8,Monday,6:34 PM,content,"Tania-time | gaming | good meal",""
2018-10-08,October 8,Monday,11:33 AM,content,"gaming",""
2018-10-07,October 7,Sunday,9:57 PM,okay,"internet | gaming | chores",""
2018-10-07,October 7,Sunday,5:01 PM,tired,"work",""
2018-10-07,October 7,Sunday,10:00 AM,okay,"work | Tania-time | chores",""
2018-10-06,October 6,Saturday,11:00 PM,okay,"Tania-time | reading | gaming",""
2018-10-06,October 6,Saturday,11:19 AM,okay,"relax | internet | tv | gaming",""
2018-10-05,October 5,Friday,1:43 PM,okay,"work",""
2018-10-05,October 5,Friday,10:09 AM,okay,"internet | travel",""
